Blender 4.5.13 LTS (hash daeeeca98fb0 built 2026-08-25 01:31:19)
Read blend: "/home/naresh/Documents/nareshpane.github.io/research/gpt-6-astra-blender/blender/city_master.blend"
Fra:1 Mem:35.76M (Peak 35.76M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | City foundation
Fra:1 Mem:49.39M (Peak 49.39M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B177 • Garden Quarter
Fra:1 Mem:49.41M (Peak 49.41M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B178 • Garden Quarter
Fra:1 Mem:49.51M (Peak 49.51M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B179 • Garden Quarter
Fra:1 Mem:49.59M (Peak 49.59M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B180 • Garden Quarter
Fra:1 Mem:49.60M (Peak 49.60M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B182 • Garden Quarter
Fra:1 Mem:49.58M (Peak 49.60M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B192 • Innovation District
Fra:1 Mem:49.67M (Peak 49.67M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B183 • Garden Quarter
Fra:1 Mem:49.83M (Peak 49.83M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B184 • Garden Quarter
Fra:1 Mem:49.84M (Peak 49.84M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B185 • Garden Quarter
Fra:1 Mem:49.85M (Peak 49.85M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B187 • Innovation District
Fra:1 Mem:49.95M (Peak 49.95M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B188 • Innovation District
Fra:1 Mem:49.93M (Peak 49.95M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B191 • Innovation District
Fra:1 Mem:50.17M (Peak 50.17M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B190 • Innovation District
Fra:1 Mem:50.48M (Peak 50.48M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Initializing
Fra:1 Mem:38.24M (Peak 50.48M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Waiting for render to start
Fra:1 Mem:38.24M (Peak 50.48M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Scene
Fra:1 Mem:38.24M (Peak 50.48M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Shaders
Fra:1 Mem:38.24M (Peak 50.48M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Loading render kernels (may take a few minutes the first time)
Fra:1 Mem:38.33M (Peak 50.48M) | Time:00:00.04 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Procedurals
Fra:1 Mem:38.33M (Peak 50.48M) | Time:00:00.04 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Background
Fra:1 Mem:38.33M (Peak 50.48M) | Time:00:00.04 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Camera
Fra:1 Mem:38.33M (Peak 50.48M) | Time:00:00.04 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Meshes Flags
Fra:1 Mem:38.33M (Peak 50.48M) | Time:00:00.04 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Objects
Fra:1 Mem:38.33M (Peak 50.48M) | Time:00:00.04 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Objects | Copying Transformations to device
Fra:1 Mem:38.46M (Peak 50.48M) | Time:00:00.04 | Mem:0.13M, Peak:0.13M | Scene, ViewLayer | Updating Particle Systems
Fra:1 Mem:38.46M (Peak 50.48M) | Time:00:00.04 | Mem:0.13M, Peak:0.13M | Scene, ViewLayer | Updating Particle Systems | Copying Particles to device
Fra:1 Mem:38.46M (Peak 50.48M) | Time:00:00.04 | Mem:0.13M, Peak:0.13M | Scene, ViewLayer | Updating Meshes
Fra:1 Mem:38.46M (Peak 50.48M) | Time:00:00.04 | Mem:0.13M, Peak:0.13M | Scene, ViewLayer | Updating Objects | Applying Static Transformations
Fra:1 Mem:38.46M (Peak 50.48M) | Time:00:00.04 | Mem:0.13M, Peak:0.13M | Scene, ViewLayer | Updating Mesh | Computing attributes
Fra:1 Mem:40.93M (Peak 50.48M) | Time:00:00.04 | Mem:0.15M, Peak:0.15M | Scene, ViewLayer | Updating Mesh | Copying Attributes to device
Fra:1 Mem:40.87M (Peak 50.48M) | Time:00:00.04 | Mem:2.55M, Peak:2.55M | Scene, ViewLayer | Updating Geometry BVH Shared streetlight assembly 3/2 | Building BVH
Fra:1 Mem:40.87M (Peak 50.48M) | Time:00:00.04 | Mem:2.55M, Peak:2.55M | Scene, ViewLayer | Updating Geometry BVH Shared streetlight assembly 3/2 | Building BVH 0%
Fra:1 Mem:40.87M (Peak 50.48M) | Time:00:00.04 | Mem:2.55M, Peak:2.55M | Scene, ViewLayer | Updating Geometry BVH Shared tree • trunk and crown joined 2/2 | Building BVH
Fra:1 Mem:40.87M (Peak 50.48M) | Time:00:00.04 | Mem:2.56M, Peak:2.56M | Scene, ViewLayer | Updating Scene BVH | Building
Fra:1 Mem:40.88M (Peak 50.48M) | Time:00:00.04 | Mem:2.56M, Peak:2.56M | Scene, ViewLayer | Updating Scene BVH | Building BVH
Fra:1 Mem:40.88M (Peak 50.48M) | Time:00:00.06 | Mem:20.27M, Peak:27.95M | Scene, ViewLayer | Updating Scene BVH | Copying BVH to device
Fra:1 Mem:40.88M (Peak 50.48M) | Time:00:00.06 | Mem:20.27M, Peak:27.95M | Scene, ViewLayer | Updating Mesh | Computing normals
Fra:1 Mem:49.51M (Peak 50.48M) | Time:00:00.07 | Mem:20.27M, Peak:27.95M | Scene, ViewLayer | Updating Mesh | Copying Mesh to device
Fra:1 Mem:49.51M (Peak 50.48M) | Time:00:00.07 | Mem:28.90M, Peak:28.90M | Scene, ViewLayer | Updating Objects Flags
Fra:1 Mem:49.51M (Peak 50.48M) | Time:00:00.07 | Mem:28.90M, Peak:28.90M | Scene, ViewLayer | Updating Primitive Offsets
Fra:1 Mem:49.51M (Peak 50.48M) | Time:00:00.07 | Mem:28.91M, Peak:28.91M | Scene, ViewLayer | Updating Images
Fra:1 Mem:49.51M (Peak 50.48M) | Time:00:00.07 | Mem:28.91M, Peak:28.91M | Scene, ViewLayer | Updating Camera Volume
Fra:1 Mem:49.51M (Peak 50.48M) | Time:00:00.07 | Mem:28.91M, Peak:28.91M | Scene, ViewLayer | Updating Lookup Tables
Fra:1 Mem:49.51M (Peak 50.48M) | Time:00:00.07 | Mem:28.99M, Peak:28.99M | Scene, ViewLayer | Updating Lights
Fra:1 Mem:49.51M (Peak 50.48M) | Time:00:00.07 | Mem:28.99M, Peak:28.99M | Scene, ViewLayer | Updating Lights | Computing tree
Fra:1 Mem:49.52M (Peak 50.48M) | Time:00:00.07 | Mem:28.99M, Peak:28.99M | Scene, ViewLayer | Updating Integrator
Fra:1 Mem:49.52M (Peak 50.48M) | Time:00:00.07 | Mem:28.99M, Peak:28.99M | Scene, ViewLayer | Updating Film
Fra:1 Mem:49.52M (Peak 50.48M) | Time:00:00.07 | Mem:28.91M, Peak:28.99M | Scene, ViewLayer | Updating Lookup Tables
Fra:1 Mem:49.52M (Peak 50.48M) | Time:00:00.07 | Mem:29.00M, Peak:29.00M | Scene, ViewLayer | Updating Baking
Fra:1 Mem:49.52M (Peak 50.48M) | Time:00:00.07 | Mem:29.00M, Peak:29.00M | Scene, ViewLayer | Updating Device | Writing constant memory
Fra:1 Mem:49.53M (Peak 50.48M) | Time:00:00.07 | Mem:29.00M, Peak:29.00M | Scene, ViewLayer | Loading denoising kernels (may take a few minutes the first time)
Fra:1 Mem:49.53M (Peak 50.48M) | Time:00:00.07 | Mem:29.00M, Peak:29.00M | Scene, ViewLayer | Sample 0/32
Fra:1 Mem:153.98M (Peak 153.98M) | Time:00:01.39 | Remaining:00:40.97 | Mem:133.37M, Peak:133.37M | Scene, ViewLayer | Sample 1/32
Fra:1 Mem:153.98M (Peak 153.98M) | Time:00:19.27 | Remaining:00:16.94 | Mem:133.37M, Peak:133.37M | Scene, ViewLayer | Sample 17/32
Fra:1 Mem:197.93M (Peak 263.85M) | Time:00:45.23 | Mem:133.37M, Peak:133.37M | Scene, ViewLayer | Sample 32/32
Fra:1 Mem:197.93M (Peak 263.85M) | Time:00:45.23 | Mem:133.37M, Peak:133.37M | Scene, ViewLayer | Finished
Saved: '/home/naresh/Documents/nareshpane.github.io/research/gpt-6-astra-blender/renders/closure.png'
Time: 00:45.40 (Saving: 00:00.16)

Read blend: "/home/naresh/Documents/nareshpane.github.io/research/gpt-6-astra-blender/blender/city_master.blend"
Fra:1 Mem:42.31M (Peak 42.31M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | City foundation
Fra:1 Mem:42.31M (Peak 42.31M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | River retaining walls
Fra:1 Mem:42.31M (Peak 42.31M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Park_5-1
Fra:1 Mem:42.32M (Peak 42.32M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Park_0-4
Fra:1 Mem:42.32M (Peak 42.32M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_0-1
Fra:1 Mem:42.32M (Peak 42.32M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_1-2
Fra:1 Mem:42.33M (Peak 42.33M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_2-10
Fra:1 Mem:42.33M (Peak 42.33M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_3-11
Fra:1 Mem:42.33M (Peak 42.33M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_4-12
Fra:1 Mem:42.33M (Peak 42.33M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_4-5
Fra:1 Mem:42.33M (Peak 42.33M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_5-6
Fra:1 Mem:42.33M (Peak 42.33M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_6-14
Fra:1 Mem:42.33M (Peak 42.33M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_6-7
Fra:1 Mem:42.34M (Peak 42.34M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_7-15
Fra:1 Mem:42.34M (Peak 42.34M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_8-9
Fra:1 Mem:42.34M (Peak 42.34M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_9-10
Fra:1 Mem:42.34M (Peak 42.34M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_10-18
Fra:1 Mem:42.34M (Peak 42.34M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_10-11
Fra:1 Mem:42.34M (Peak 42.34M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_11-19
Fra:1 Mem:42.35M (Peak 42.35M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | BridgeRail_11-12
Fra:1 Mem:42.36M (Peak 42.36M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_12-13
Fra:1 Mem:42.36M (Peak 42.36M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_13-21
Fra:1 Mem:42.36M (Peak 42.36M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_14-22
Fra:1 Mem:42.37M (Peak 42.37M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_14-15
Fra:1 Mem:42.37M (Peak 42.37M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_15-23
Fra:1 Mem:42.37M (Peak 42.37M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_16-24
Fra:1 Mem:42.37M (Peak 42.37M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_17-25
Fra:1 Mem:42.37M (Peak 42.37M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_17-18
Fra:1 Mem:42.37M (Peak 42.37M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_18-26
Fra:1 Mem:42.38M (Peak 42.38M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_18-19
Fra:1 Mem:42.38M (Peak 42.38M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_19-27
Fra:1 Mem:42.38M (Peak 42.38M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_20-28
Fra:1 Mem:42.38M (Peak 42.38M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_20-21
Fra:1 Mem:42.38M (Peak 42.38M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_21-29
Fra:1 Mem:42.38M (Peak 42.38M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_21-22
Fra:1 Mem:42.38M (Peak 42.38M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_22-23
Fra:1 Mem:42.38M (Peak 42.38M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_23-31
Fra:1 Mem:42.39M (Peak 42.39M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_24-32
Fra:1 Mem:42.39M (Peak 42.39M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_24-25
Fra:1 Mem:42.39M (Peak 42.39M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_25-33
Fra:1 Mem:42.39M (Peak 42.39M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_26-34
Fra:1 Mem:42.39M (Peak 42.39M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_26-27
Fra:1 Mem:42.39M (Peak 42.39M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_27-35
Fra:1 Mem:42.39M (Peak 42.39M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_28-29
Fra:1 Mem:42.40M (Peak 42.40M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_29-37
Fra:1 Mem:42.40M (Peak 42.40M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_29-30
Fra:1 Mem:42.40M (Peak 42.40M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_30-31
Fra:1 Mem:42.40M (Peak 42.40M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_31-39
Fra:1 Mem:42.40M (Peak 42.40M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_32-40
Fra:1 Mem:42.40M (Peak 42.40M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_32-33
Fra:1 Mem:42.40M (Peak 42.40M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_33-41
Fra:1 Mem:42.41M (Peak 42.41M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_33-34
Fra:1 Mem:42.41M (Peak 42.41M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_34-42
Fra:1 Mem:42.41M (Peak 42.41M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_34-35
Fra:1 Mem:42.41M (Peak 42.41M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_35-36
Fra:1 Mem:42.41M (Peak 42.41M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_36-44
Fra:1 Mem:42.41M (Peak 42.41M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_36-37
Fra:1 Mem:42.42M (Peak 42.42M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_37-45
Fra:1 Mem:42.42M (Peak 42.42M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_37-38
Fra:1 Mem:42.42M (Peak 42.42M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_38-46
Fra:1 Mem:42.42M (Peak 42.42M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_38-39
Fra:1 Mem:42.43M (Peak 42.43M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_39-47
Fra:1 Mem:42.43M (Peak 42.43M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_40-48
Fra:1 Mem:42.44M (Peak 42.44M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_40-41
Fra:1 Mem:42.44M (Peak 42.44M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_41-49
Fra:1 Mem:42.44M (Peak 42.44M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_41-42
Fra:1 Mem:42.44M (Peak 42.44M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_42-50
Fra:1 Mem:42.44M (Peak 42.44M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_42-43
Fra:1 Mem:42.45M (Peak 42.45M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_43-51
Fra:1 Mem:42.45M (Peak 42.45M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_44-52
Fra:1 Mem:42.45M (Peak 42.45M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_45-53
Fra:1 Mem:42.45M (Peak 42.45M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_45-46
Fra:1 Mem:42.45M (Peak 42.45M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_46-54
Fra:1 Mem:42.45M (Peak 42.45M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_46-47
Fra:1 Mem:42.45M (Peak 42.45M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_47-55
Fra:1 Mem:42.45M (Peak 42.45M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_48-49
Fra:1 Mem:42.45M (Peak 42.45M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_49-50
Fra:1 Mem:42.46M (Peak 42.46M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_50-51
Fra:1 Mem:42.46M (Peak 42.46M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_52-53
Fra:1 Mem:42.46M (Peak 42.46M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_53-54
Fra:1 Mem:42.46M (Peak 42.46M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_54-55
Fra:1 Mem:42.46M (Peak 42.46M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | All block sidewalks
Fra:1 Mem:42.47M (Peak 42.47M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | All lane dashes and crossings
Fra:1 Mem:42.49M (Peak 42.49M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B003 • Old Quay
Fra:1 Mem:43.01M (Peak 43.01M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B004 • Old Quay
Fra:1 Mem:43.23M (Peak 43.23M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B005 • Old Quay
Fra:1 Mem:43.25M (Peak 43.25M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B006 • Old Quay
Fra:1 Mem:43.43M (Peak 43.43M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B007 • Old Quay
Fra:1 Mem:43.49M (Peak 43.49M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B008 • Old Quay
Fra:1 Mem:43.49M (Peak 43.49M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B010 • Old Quay
Fra:1 Mem:43.54M (Peak 43.54M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B011 • Old Quay
Fra:1 Mem:43.68M (Peak 43.68M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B012 • Old Quay
Fra:1 Mem:43.74M (Peak 43.74M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B013 • Old Quay
Fra:1 Mem:43.78M (Peak 43.78M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B014 • Old Quay
Fra:1 Mem:43.93M (Peak 43.93M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B015 • Old Quay
Fra:1 Mem:44.00M (Peak 44.00M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B016 • Old Quay
Fra:1 Mem:44.00M (Peak 44.00M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B017 • Old Quay
Fra:1 Mem:44.03M (Peak 44.03M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B018 • Old Quay
Fra:1 Mem:44.13M (Peak 44.13M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B019 • Civic Terrace
Fra:1 Mem:44.17M (Peak 44.17M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B020 • Civic Terrace
Fra:1 Mem:44.16M (Peak 44.17M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B022 • Civic Terrace
Fra:1 Mem:44.43M (Peak 44.43M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B023 • Civic Terrace
Fra:1 Mem:44.56M (Peak 44.56M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B024 • Civic Terrace
Fra:1 Mem:44.58M (Peak 44.58M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B025 • Civic Terrace
Fra:1 Mem:44.68M (Peak 44.68M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B026 • Civic Terrace
Fra:1 Mem:45.03M (Peak 45.05M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B027 • Civic Terrace
Fra:1 Mem:45.04M (Peak 45.05M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B028 • Civic Terrace
Fra:1 Mem:45.13M (Peak 45.13M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B029 • Civic Terrace
Fra:1 Mem:45.31M (Peak 45.31M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B030 • Civic Terrace
Fra:1 Mem:45.32M (Peak 45.32M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B031 • Civic Terrace
Fra:1 Mem:45.43M (Peak 45.43M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B032 • Civic Terrace
Fra:1 Mem:45.43M (Peak 45.43M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B033 • Civic Terrace
Fra:1 Mem:45.74M (Peak 45.74M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B034 • Civic Terrace
